Gen,Raw Fitness,Adjusted Fitness,Normalized Fitness,Hits ratio
8,500,0.7628503940809874
0,1.8126022821579963E7,5.516929746111492E-8,0.10838017543940089,9551.0
1,2.3240893115595028E7,4.302760449000898E-8,0.07107614927726719,489.0
2,2.1487166579953603E7,4.653940526497999E-8,0.04082153923303079,334.0
3,2.2982387E7,4.351157938853004E-8,0.044844740764796116,23059.0
4,3.483261613359244E7,2.8708724244426753E-8,0.04108599008538365,14945.0
5,2.0670764151203886E7,4.837750284932046E-8,0.04263870811730796,336.0
6,6221380.723648454,1.6073599795345174E-7,0.13214919399469208,22604.0
7,1.0810241523146106E7,9.250486266694504E-8,0.07265859050002432,244.0
8,5053539.917205258,1.978810533808889E-7,0.24657150614635523,24557.0
9,5053539.917205258,1.978810533808889E-7,0.07618513185941907,24557.0
10,6394655.249785353,1.5638057167397647E-7,0.12741874430025651,24541.0
11,6395195.249785342,1.5636736715211287E-7,0.18824272934038053,24337.0
12,6395195.249785342,1.5636736715211287E-7,0.11902995302180416,24337.0
13,2.3250344E7,4.3010114473570174E-8,0.031139418497601667,27872.0
14,2.2176419225792613E7,4.5092940601699786E-8,0.039181132186219575,158.0
15,2.3250344E7,4.3010114473570174E-8,0.032116658674822864,27872.0
16,2.3250344E7,4.3010114473570174E-8,0.044182611883836514,27872.0
17,2.1459588612773106E7,4.659921359375779E-8,0.030005064562403646,318.0
18,2.0821881250611752E7,4.802639780419562E-8,0.0372977487252958,193.0
19,6069780.242331108,1.647505832707652E-7,0.12542764747198407,186.0
20,6587342.227009036,1.5180626931656742E-7,0.12150425491803667,22760.0
21,2.3250344E7,4.3010114473570174E-8,0.06621712938498935,27872.0
22,1.2284432809513848E7,8.140383313600797E-8,0.05553037006978047,21239.0
23,2.3250344E7,4.3010114473570174E-8,0.03170846947800109,27872.0
24,5121148.871688149,1.9526864572513623E-7,0.11503005609169048,9476.0
25,2.3250344E7,4.3010114473570174E-8,0.03245023162932291,27872.0
26,1.1019838802179784E7,9.074542080023656E-8,0.06648218751974536,2077.0
27,2.3250344E7,4.3010114473570174E-8,0.04317347976114963,27872.0
28,2.3250344E7,4.3010114473570174E-8,0.0618014022180606,27872.0
29,7555056.825680388,1.3236166063493268E-7,0.08948361373871885,9487.0
30,2.3243262333956283E7,4.302321862606493E-8,0.025497163170219838,1140.0
31,2.1459588612773106E7,4.659921359375779E-8,0.027207201354631217,318.0
32,5984187.0,1.6710704944430222E-7,0.12392058632859133,25126.0
33,6701888.005422,1.4921166244188382E-7,0.07476984911612054,25049.0
34,2.3250344E7,4.3010114473570174E-8,0.0674294971160071,27872.0
35,1.2983228802660028E7,7.702243703605386E-8,0.104780289446169,9552.0
36,2.181128173595836E7,4.584783078123999E-8,0.0378761124518586,114.0
37,2.1459588612773106E7,4.659921359375779E-8,0.02300040674685052,318.0
38,2.3250344E7,4.3010114473570174E-8,0.035642043716961176,27872.0
39,6586280.0,1.5183075243828802E-7,0.11731629063805964,25093.0
40,7193842.04443239,1.3900775897160295E-7,0.08276151405493955,9738.0
41,2.3250344E7,4.3010114473570174E-8,0.04148565164640059,27872.0
42,2.3250344E7,4.3010114473570174E-8,0.05214766950754563,27872.0
43,1.2867332027302625E7,7.771618235714769E-8,0.08064028114849951,20840.0
44,7539960.186625458,1.3262667741232156E-7,0.10778838441241821,23891.0
45,2.3243787673006654E7,4.30222462468571E-8,0.06900319991498363,803.0
46,2.147660933033547E7,4.656228262369277E-8,0.04809175442320191,9649.0
47,6637275.476275199,1.506642074613704E-7,0.0862269003515464,925.0
48,1.225803133416437E7,8.157916154396977E-8,0.06082980092545951,10090.0
49,1.049842054085009E7,9.525241448049407E-8,0.07715440500594133,21388.0
50,6392735.552789946,1.5642753173733956E-7,0.13232446967977926,253.0
51,2.3250706E7,4.3009444831075456E-8,0.03942924532134922,2473.0
52,2.3242466136490617E7,4.302469243594207E-8,0.029899481629262974,9782.0
53,2.1460129441382643E7,4.6598039221217875E-8,0.03537605607438598,10513.0
54,7052950.987886834,1.417846033430343E-7,0.11896870880794422,24390.0
55,2.324819840098669E7,4.3014083919013464E-8,0.032247442313750804,1662.0
56,2.1432129596206997E7,4.6658916877679785E-8,0.04018734286078311,290.0
57,6687690.948623119,1.4952841842631266E-7,0.08625834733274884,21154.0
58,2.2604813735806894E7,4.423836300750396E-8,0.058606845604278576,1050.0
59,5062806.917205269,1.9751885047853287E-7,0.1644322649017528,15356.0
60,5062806.917205269,1.9751885047853287E-7,0.084770124212996,15356.0
61,2.3250344E7,4.3010114473570174E-8,0.05711871181678013,27872.0
62,1.930902833586829E7,5.178924235939755E-8,0.03635625226705039,24541.0
63,2.3250344E7,4.3010114473570174E-8,0.04219908287555811,27872.0
64,2.1487185579953603E7,4.653936411260777E-8,0.05235398024737556,334.0
65,2.3250344E7,4.3010114473570174E-8,0.04757686346141291,27872.0
66,2.2203681488956608E7,4.503757430765674E-8,0.03632745994738432,11721.0
67,2.3250344E7,4.3010114473570174E-8,0.048618233539713146,27872.0
68,2.3250344E7,4.3010114473570174E-8,0.05271036564593433,27872.0
69,2.325095394802954E7,4.30089861786407E-8,0.05610762813458837,27085.0
70,8197854.661420505,1.2198311867163595E-7,0.1005097123806508,13.0
71,2.228444425949257E7,4.487435017364981E-8,0.050312791774930685,693.0
72,6395171.24978536,1.563679539723989E-7,0.17211526958120701,24427.0
73,6395171.24978536,1.563679539723989E-7,0.08281377866179036,24427.0
74,6395171.24978536,1.563679539723989E-7,0.10811358536779016,24427.0
75,1.310035595030765E7,7.633379791048487E-8,0.0904325864695479,194.0
76,2.3250344E7,4.3010114473570174E-8,0.03055202075774957,27872.0
77,2.1404910460673433E7,4.671824977352831E-8,0.049658668777767825,261.0
78,2.3250344E7,4.3010114473570174E-8,0.047985063449980776,27872.0
