Gen,Raw Fitness,Adjusted Fitness,Normalized Fitness,Hits ratio
4,500,0.3646798452667115
0,2.094020203333209E7,4.775502885087719E-8,0.07224328925660771,10426.0
1,2.143396412856596E7,4.665492334254371E-8,0.049593054040420116,216.0
2,2.1459588612773106E7,4.659921359375779E-8,0.03535868045021271,318.0
3,9737807.542684749,1.026925098821358E-7,0.07472335731516347,3356.0
4,2.1487166579953603E7,4.653940526497999E-8,0.05439110162044561,334.0
5,6011253.798715764,1.663546187084997E-7,0.12252505219706171,1193.0
6,1.6717110791047227E7,5.98189455510817E-8,0.04316150836048844,624.0
7,2.0772958000408355E7,4.813950674915124E-8,0.04615871546449242,191.0
8,2.1487166579953603E7,4.653940526497999E-8,0.03327496833437897,334.0
9,2.1476667461842168E7,4.6562156592243856E-8,0.047254749823198085,10247.0
10,2.317711932253045E7,4.314599855737476E-8,0.02534361299949665,9679.0
11,2.061773206525355E7,4.850193747465235E-8,0.041499040197340756,95.0
12,2.311808207928854E7,4.325618160339162E-8,0.042648663553134326,9738.0
13,2.1404925460673433E7,4.6718217034628316E-8,0.04019897487078086,261.0
14,2.3250344E7,4.3010114473570174E-8,0.057446943059241175,27872.0
15,2.1327313906361956E7,4.688822781444931E-8,0.038874904111062376,870.0
16,1.1581156785810202E7,8.634715271950173E-8,0.05681936058907666,380.0
17,2.0952176464709554E7,4.77277362548276E-8,0.05339634381520692,131.0
18,2.3250695E7,4.300946517902088E-8,0.05387436449606805,2473.0
19,2.150470001372142E7,4.650146027893779E-8,0.02923474426673289,308.0
20,2.1404885606613602E7,4.6718304019934576E-8,0.056910143171318525,241.0
21,1.2293471809513837E7,8.134397948365791E-8,0.06952243841425002,12193.0
22,6586280.0,1.5183075243828802E-7,0.10545475201912405,25093.0
23,2.3250344E7,4.3010114473570174E-8,0.04405154175625464,27872.0
24,6701888.005422,1.4921166244188382E-7,0.12368067868919333,25049.0
25,2.1514662757836264E7,4.647992695845739E-8,0.03116848053394317,356.0
26,2.1404910460673433E7,4.671824977352831E-8,0.03904576399150756,261.0
27,2.128308488658585E7,4.698566764842465E-8,0.02760621714497953,1387.0
28,5984191.0,1.67106937745313E-7,0.14322738193501983,25126.0
29,2.3250344E7,4.3010114473570174E-8,0.0385877931050409,27872.0
30,1.2293471809513837E7,8.134397948365791E-8,0.0771218252039988,12193.0
31,2.1487166579953603E7,4.653940526497999E-8,0.040065357042855645,334.0
32,2.3250344E7,4.3010114473570174E-8,0.06199372890789208,27872.0
33,2.1539723505027678E7,4.642584912200645E-8,0.04649749003671367,356.0
34,1.0507787540850108E7,9.516750323937308E-8,0.14273685707741182,12301.0
35,2.2418470005422004E7,4.460607504223395E-8,0.04174544552264973,23038.0
36,6715601.496883931,1.4890696709103977E-7,0.0978058113271975,369.0
37,2.1487171579953603E7,4.6539394435401296E-8,0.03407852158605338,334.0
38,2.1014285838648837E7,4.758667318468455E-8,0.031016029256334968,220.0
39,1.9711857587537777E7,5.073088342020775E-8,0.032439724324236675,10582.0
40,6394661.249785353,1.5638042494481496E-7,0.10818761162417523,24541.0
41,1.228342580951383E7,8.14105066531983E-8,0.07583257033100763,21325.0
42,6384988.885810681,1.5661731935116972E-7,0.10055760781420049,1121.0
43,1.0505871488391098E7,9.518485981102396E-8,0.08383699603942726,12278.0
44,1.0987173133958204E7,9.101521353969324E-8,0.06339096394652484,19998.0
45,6394972.249785347,1.5637281986028102E-7,0.11497004458936007,24487.0
46,2.1404910460673433E7,4.671824977352831E-8,0.04735672900122408,261.0
47,1.2452810153858822E7,8.030315305071695E-8,0.04865705552632635,9137.0
48,1.0498946540850101E7,9.524764230977668E-8,0.0733330904446587,21312.0
49,2.155719319317275E7,4.638822617818714E-8,0.04221189528785074,9998.0
50,2.312275848020563E7,4.3247433372130855E-8,0.05113036996395679,305.0
51,1.1962722397678902E7,8.359300526784958E-8,0.053711044966678105,483.0
52,2.113684903902652E7,4.731073921391439E-8,0.031399130525959495,292.0
53,2.075930389886912E7,4.8171169741549287E-8,0.025597357493832063,194.0
54,5053539.917205258,1.978810533808889E-7,0.1436399108144172,24557.0
55,2.2819242943714365E7,4.38226613671595E-8,0.035587121779510414,22388.0
56,6394972.249785347,1.5637281986028102E-7,0.1485916596789056,24487.0
57,6404710.270535755,1.561350633556897E-7,0.08625002371372521,13942.0
58,2.3250344E7,4.3010114473570174E-8,0.04694224631827971,27872.0
59,2.3250344E7,4.3010114473570174E-8,0.04633414053756418,27872.0
60,2.1406477138910323E7,4.671483059991596E-8,0.050919489043174976,192.0
61,6394655.249785353,1.5638057167397647E-7,0.14787953159922496,24541.0
62,2.1487166579953603E7,4.653940526497999E-8,0.03665499437876128,334.0
63,7575052.241227626,1.3201227346594045E-7,0.11007411395417448,478.0
64,9218917.975709606,1.0847258801545409E-7,0.10253919019261752,10419.0
65,2.2829288943714388E7,4.380337726076895E-8,0.03962841440071703,13255.0
66,6701888.005422,1.4921166244188382E-7,0.10460583229075741,25049.0
67,6701888.005422,1.4921166244188382E-7,0.14153507917146207,25049.0
68,2.324952723536687E7,4.301162543499758E-8,0.036179953136970054,1959.0
69,2.3250344E7,4.3010114473570174E-8,0.04009952328006255,27872.0
70,2.0980821534192838E7,4.766257368462468E-8,0.0464520236344243,207.0
71,2.1515668621466205E7,4.647775400874807E-8,0.03548046019617287,339.0
72,1.2293471809513837E7,8.134397948365791E-8,0.07048514718911261,12193.0
73,2.101582575533164E7,4.758318631201619E-8,0.03748221870898807,174.0
74,2.3385060696777258E7,4.2762341744764865E-8,0.048748230625082524,0.0
75,2.1432129596206997E7,4.6658916877679785E-8,0.05060791997863929,290.0
76,2.3250344E7,4.3010114473570174E-8,0.02953674863961233,27872.0
77,9599209.073587162,1.0417523862214076E-7,0.08131542989657611,12524.0
78,2.3229397920113146E7,4.3048896936121375E-8,0.03622970564172456,33.0
79,6586280.0,1.5183075243828802E-7,0.12107592008528573,25093.0
80,7537196.186625442,1.326753135468545E-7,0.08777319619484676,24443.0
81,2.1404910460673433E7,4.671824977352831E-8,0.06160143585724025,261.0
82,1.1732162718917469E7,8.523576928845231E-8,0.10103605375024488,9655.0
83,2.326331040063519E7,4.2986141688009884E-8,0.06386682644661815,17451.0
84,2.1498221537692223E7,4.651547346515408E-8,0.05522795265855199,10575.0
