Gen,Raw Fitness,Adjusted Fitness,Normalized Fitness,Hits ratio
6,150,0.9529386461029079
0,4.389427114630197E7,2.2782015764310803E-8,0.18090945981860385,437.0
1,2.323517544408517E7,4.30381926475348E-8,0.09680872841808558,1946.0
2,2.3126235676224247E7,4.324093080946827E-8,0.12244453185270289,280.0
3,2.3250359E7,4.3010086725538876E-8,0.09645041469476731,27872.0
4,2.325042E7,4.3009973883913755E-8,0.13846503121116413,27872.0
5,2.3250344E7,4.3010114473570174E-8,0.233809788666681,27872.0
6,2.3250344E7,4.3010114473570174E-8,0.07422145024067663,27872.0
7,4.19226310342793E7,2.3853464142764698E-8,0.10906492209055141,67.0
8,2.1336096226936955E7,4.686892777829554E-8,0.08553308473356071,9707.0
9,2.3250344E7,4.3010114473570174E-8,0.2254087264605229,27872.0
10,1.2304905967042439E7,8.126839176260397E-8,0.1506893412170776,10781.0
11,1.2284321809513848E7,8.140456869348381E-8,0.05561955972846244,21161.0
12,2.104918528869056E7,4.750777470848298E-8,0.23807791217096674,232.0
13,2.104918528869056E7,4.750777470848298E-8,0.0998483063735564,232.0
14,2.3250488142161794E7,4.3009847830970046E-8,0.1794304526694043,529.0
15,2.324457038918626E7,4.30207975555624E-8,0.031472893515494677,871.0
16,2.324850573704311E7,4.301351528985067E-8,0.12939533904545653,1650.0
17,2.6492841050428934E7,3.774604468997728E-8,0.10393865552822351,3.0
18,2.3262364209183395E7,4.298789013961595E-8,0.09791388214747229,9004.0
19,2.1514662757836264E7,4.647992695845739E-8,0.12276886555742322,356.0
20,2.3303602801051963E7,4.291181778308719E-8,0.1888467194603737,982.0
21,2.133044981857643E7,4.688133450649399E-8,0.050888790613127004,879.0
22,2.224399351869261E7,4.4955954253614655E-8,0.2593721727173612,11635.0
23,4761596.0,2.1001357317723445E-7,0.15881097817854012,25062.0
24,4761596.0,2.1001357317723445E-7,0.1317664392301248,25062.0
25,2.223447960113679E7,4.497519046830681E-8,0.08522472711684972,10827.0
26,2.3250348E7,4.301010707409166E-8,0.3041426199714216,27872.0
27,2.2705296883109324E7,4.4042584472935234E-8,0.0767394283861914,1410.0
28,2.3250344E7,4.3010114473570174E-8,0.21422520567861306,27872.0
29,2.12218528573998E7,4.7121236755257005E-8,0.09873132172089792,574.0
30,2.3250344E7,4.3010114473570174E-8,0.118262680857739,27872.0
31,2.529274258267464E7,3.9537031509898884E-8,0.08697899570859191,0.0
32,7.215580245290667E7,1.3858899106468431E-8,0.1487357818981047,5.0
33,3.3269672863993775E7,3.0057403150027675E-8,0.11792976471600569,53.0
34,2.3250344E7,4.3010114473570174E-8,0.12006462069469168,27872.0
35,4.620087E7,2.1644613583150846E-8,0.1362841245583488,23973.0
36,2.1487166579953603E7,4.653940526497999E-8,0.10639607502426157,334.0
37,2.3250344E7,4.3010114473570174E-8,0.11318894943001025,27872.0
38,2.324952723536687E7,4.301162543499758E-8,0.1567582077268223,1959.0
39,2.324819840098669E7,4.3014083919013464E-8,0.06248011932615309,1662.0
40,2.3250344E7,4.3010114473570174E-8,0.19050854487698066,27872.0
41,2.3250344E7,4.3010114473570174E-8,0.10009571978362364,27872.0
42,2.3250344E7,4.3010114473570174E-8,0.18639599678317334,27872.0
43,2.099768588289071E7,4.762429336037094E-8,0.09417525946505513,211.0
44,2.3250344E7,4.3010114473570174E-8,0.133147539111362,27872.0
45,4.4480236260960154E7,2.2481894467718807E-8,0.09074406914263508,450.0
46,4.417816004413965E7,2.2635618512976843E-8,0.11037233003656419,407.0
47,4.620087E7,2.1644613583150846E-8,0.1345402421575978,23973.0
48,4.620087E7,2.1644613583150846E-8,0.23110428848432998,23973.0
49,2.151263234556272E7,4.6484313841859996E-8,0.14225122904103918,160.0
50,3.3021168190988656E7,3.028360365486077E-8,0.15709525103247943,216.0
51,1.137111004934499E7,8.794215408331651E-8,0.13911708793781613,222.0
52,4.620087E7,2.1644613583150846E-8,0.122975548765006,23973.0
53,2.3250344E7,4.3010114473570174E-8,0.2663881403220807,27872.0
54,2.3250344E7,4.3010114473570174E-8,0.12595732075064411,27872.0
55,2.3306078346533205E7,4.290725973816573E-8,0.2158320871541354,31.0
56,6463694.3870669175,1.547102609446727E-7,0.11240587774241607,24534.0
57,2.3250344E7,4.3010114473570174E-8,0.09198368572036444,27872.0
58,2.141782481007902E7,4.669007997671779E-8,0.06142693192712813,247.0
59,2.2222715807627495E7,4.499899848684434E-8,0.10945211297624459,258.0
60,7504889.411791885,1.332464493323944E-7,0.19147746604732865,12918.0
61,7163717.260199491,1.3959231277363952E-7,0.06009828601450856,12865.0
62,4.619434004078787E7,2.1647673231598595E-8,0.11436932294985215,20176.0
63,2.107185981897765E7,4.745665361928474E-8,0.1387245048942801,295.0
64,2.3250344E7,4.3010114473570174E-8,0.1495283011502365,27872.0
65,2.104918528869056E7,4.750777470848298E-8,0.11620635032472318,232.0
66,2.3250344E7,4.3010114473570174E-8,0.30421324327635074,27872.0
67,2.312276648020562E7,4.3247418409412096E-8,0.051272666263747664,305.0
68,2.3250344E7,4.3010114473570174E-8,0.13567443522148043,27872.0
69,4.619165230209855E7,2.16489328377118E-8,0.16720804843938789,2284.0
70,2.3250344E7,4.3010114473570174E-8,0.09733739055926982,27872.0
71,4.4541163005421996E7,2.2451142046451008E-8,0.08722233201517691,21934.0
72,2.3250344E7,4.3010114473570174E-8,0.1235904238180754,27872.0
73,2.3246959023866065E7,4.3016377150963755E-8,0.12217218579008092,1455.0
74,2.365853964286205E7,4.2268033988043424E-8,0.16639152537987068,22473.0
75,2.3250344E7,4.3010114473570174E-8,0.08011668500898086,27872.0
76,1.2293471809513837E7,8.134397948365791E-8,0.4373919113915408,12193.0
77,1.2293471809513837E7,8.134397948365791E-8,0.10194261965845143,12193.0
78,2.3250344E7,4.3010114473570174E-8,0.13030962286763353,27872.0
79,2.122870337338378E7,4.7106030703116505E-8,0.15125260539166355,191.0
80,2.122870337338378E7,4.7106030703116505E-8,0.07865696448139992,191.0
81,4.620087E7,2.1644613583150846E-8,0.056414569777429625,23973.0
82,2.3250344E7,4.3010114473570174E-8,0.09299346098995376,27872.0
83,4.6191882861605376E7,2.1648824780476176E-8,0.06346380998310332,2282.0
84,2.3250344E7,4.3010114473570174E-8,0.3097588194201496,27872.0
85,2.3250344E7,4.3010114473570174E-8,0.11296915962386365,27872.0
86,2.3250386E7,4.301003677917275E-8,0.1389093773814276,27872.0
87,2.3250344E7,4.3010114473570174E-8,0.07452297016263165,27872.0
88,2.3250344E7,4.3010114473570174E-8,0.09997407329388583,27872.0
89,2.3250344E7,4.3010114473570174E-8,0.1699988646171805,27872.0
90,2.3250344E7,4.3010114473570174E-8,0.0815547670636911,27872.0
91,2.4836034005422004E7,4.0264075959857845E-8,0.20262595131373812,22858.0
92,2.1432129596206997E7,4.6658916877679785E-8,0.1009138575478928,290.0
93,2.3250344E7,4.3010114473570174E-8,0.09571462883619343,27872.0
94,4.32272588525703E7,2.3133550528314132E-8,0.14251004726587135,397.0
95,2.2765120234880775E7,4.3926847113284755E-8,0.12613786553204662,1502.0
96,2.6529821811200745E7,3.769342928207593E-8,0.09879942803825603,1.0
97,2.72137805659755E7,3.6746087550370704E-8,0.14504159332426345,0.0
98,2.415473221268212E7,4.139975346425948E-8,0.08760785349255391,0.0
