Gen,Raw Fitness,Adjusted Fitness,Normalized Fitness,Hits ratio
4,300,0.40779424019159627
0,2.145822855983411E7,4.660216711782306E-8,0.11771878128956777,140.0
1,2.3250344E7,4.3010114473570174E-8,0.07966866684939636,27872.0
2,2.3250344E7,4.3010114473570174E-8,0.055601897372923155,27872.0
3,2.3250344E7,4.3010114473570174E-8,0.06752361356777059,27872.0
4,6724077.827982093,1.4871925591331915E-7,0.095209640140435,1280.0
5,2.3250344E7,4.3010114473570174E-8,0.03321803305167571,27872.0
6,2.3250344E7,4.3010114473570174E-8,0.14632476190927893,27872.0
7,2.3250344E7,4.3010114473570174E-8,0.10950541468351647,27872.0
8,2.1459588612773106E7,4.659921359375779E-8,0.0710930045212649,318.0
9,2.3250344E7,4.3010114473570174E-8,0.075038732515696,27872.0
10,2.3244255113308035E7,4.302138107261131E-8,0.061505665976253246,10593.0
11,2.2716926051149283E7,4.402003835062756E-8,0.06921987707676529,10323.0
12,1.2130340709718993E7,8.243790850498354E-8,0.12097686544641699,936.0
13,2.3250344E7,4.3010114473570174E-8,0.06835116596137551,27872.0
14,2.3250344E7,4.3010114473570174E-8,0.07316702626308182,27872.0
15,2.3250344E7,4.3010114473570174E-8,0.08365933312576206,27872.0
16,2.146029962208533E7,4.659766969764045E-8,0.06353670013266793,337.0
17,7518069.410616979,1.3301285374872326E-7,0.1461703843483046,22454.0
18,2.1366272562906083E7,4.680273315118911E-8,0.10312579994196784,103.0
19,2.100114082244683E7,4.761645859327331E-8,0.08542691783577715,15.0
20,2.3240948592704613E7,4.302750178133437E-8,0.046265241890165384,11044.0
21,2.1514662757836264E7,4.647992695845739E-8,0.0672071733936618,356.0
22,2.3250344E7,4.3010114473570174E-8,0.08607687552482102,27872.0
23,2.1404910460673433E7,4.671824977352831E-8,0.07776066678197731,261.0
24,1.1018519274788074E7,9.075628805513394E-8,0.14464045505400586,21980.0
25,2.3250344E7,4.3010114473570174E-8,0.07213137078770256,27872.0
26,2.14190583441262E7,4.6687391072299E-8,0.09331624579250634,98.0
27,2.328365765400149E7,4.29485767189832E-8,0.06673223442014467,1319.0
28,2.1432129596206997E7,4.6658916877679785E-8,0.060960502307670444,290.0
29,2.1459596612773106E7,4.659919622187061E-8,0.0641701077169819,318.0
30,2.1487166579953603E7,4.653940526497999E-8,0.05365942340638481,334.0
31,1.9270965804665796E7,5.189153248698891E-8,0.06511120326442398,241.0
