Gen;Normalized Fitness
5;0.07810894683129191
10;0.033529977633532354
15;0.018495611576640977
20;0.018475374504633307
25;0.019342419533886997
30;0.01949353717374909
35;0.030458488513961757
40;0.023229841625581813
45;0.0187180123651525
50;0.018777779473296792
55;0.01649248659434704
60;0.024588018271971674
65;0.013493467141302033
70;0.014513126694428719
75;0.01280209201311132
80;0.012791216729861426
85;0.010367837717623516
90;0.0108412623615492
95;0.00876168955006204
100;0.011299411755326071
105;0.010796494610563633
110;0.011072203978246821
115;0.009077861341667213
120;0.010746858087143317
125;0.009551856499721673
130;0.010476180592836042
135;0.00979437165345057
140;0.009624574518161289
145;0.010488021213092308
150;0.007776926247405259
155;0.009795535039858569
160;0.00938186210494612
165;0.009979042368050386
170;0.0102001595710494
175;0.008683002011830553
180;0.008036801077322147
185;0.008631056420027133
190;0.009142417006223954
195;0.008600502063479204
200;0.008756949444329087
205;0.008550392839477292
210;0.00787278426341379
215;0.008153245466371799
220;0.008500459478304611
225;0.008207789015798031
230;0.009015993546297726
235;0.009332244164848172
240;0.00773371420303312
245;0.007722982155017757
250;0.008205166600494125
255;0.008045200142146778
260;0.009226936392970807
265;0.008634255666490788
270;0.007499332931502352
275;0.0076485932590509495
280;0.008304209902085139
285;0.009135254832488131
290;0.009752528304363028
295;0.007331982787837721
300;0.007864016429617229
305;0.008719698910313113
310;0.007365067353658172
315;0.0075790787752833015
320;0.0073828879438620175
325;0.007916235746195698
330;0.008168484572384253
335;0.007734762043184856
340;0.008080059934444075
345;0.007649919319583479
350;0.007988938317818203
355;0.00852565342161318
360;0.007994339233665538
365;0.00938325824070394
370;0.007457897508333481
375;0.008092274399424126
380;0.007584472895853772
385;0.007558506918921795
390;0.007862898214546159
395;0.00745704181550096
400;0.00821035633627144
