Gen;Normalized Fitness
5;0.033833840364952704
10;0.0231367221099221
15;0.019459897133882895
20;0.09016341852016468
25;0.03345497182159976
30;0.019977642015396743
35;0.019602795070514867
40;0.01951611321000437
45;0.01942606377112501
50;0.018906751361847187
55;0.023944423055791763
60;0.018271540283485863
65;0.010348601475314419
70;0.010966911017282229
75;0.010206163176687794
80;0.009026140364842979
85;0.007870768089677568
90;0.00871018477545887
95;0.010760067910301938
100;0.009462351397941186
105;0.010665979200552043
110;0.00835449153598181
115;0.007602319718907262
120;0.00866007639726279
125;0.008468270338188604
130;0.008979608904557724
135;0.009742930317340269
140;0.008374263558819163
145;0.00845762199624431
150;0.007732528612533568
155;0.008101357346557408
160;0.008344657928319451
165;0.010150520984697637
170;0.009037045230783674
175;0.009655249348291784
180;0.008841146864920144
185;0.007679499984194789
190;0.008511954191082704
195;0.009152690829179721
200;0.008636039505070556
205;0.007680625252402633
210;0.007887059495329233
215;0.008103001200857917
220;0.008989541875238864
225;0.008216981493604857
230;0.008253404905559612
235;0.00888270908463795
240;0.00746331799507265
245;0.007949927656003969
250;0.007761864064865103
255;0.007516941264322929
260;0.0074536501095877295
265;0.008489577684527376
270;0.007286639291938371
275;0.007758135614975877
280;0.010116136320503252
285;0.00878593559055604
290;0.008057672800655004
295;0.008318452433952852
300;0.00831594706668171
305;0.007771271391122685
310;0.009230343423503103
315;0.007856113454470974
320;0.007928819942238673
325;0.00829594023005988
330;0.007776446260514465
335;0.007508680006355539
340;0.009563650950199624
345;0.008303619052666158
350;0.008284081325269147
355;0.008627095776658687
360;0.007966143470578802
365;0.008203097973284586
370;0.007261793875744773
375;0.007606804378259596
380;0.0076105893568987875
385;0.007953877749700487
390;0.00825225088296675
395;0.009123831634243771
400;0.008040976407261152
