Gen;Normalized Fitness
5;0.05698963810594314
10;0.023796541307108343
15;0.02532801342818777
20;0.02410383153560012
25;0.013286043094963156
30;0.010745270262848553
35;0.009191753346502433
40;0.009761982715569974
45;0.010177608784050007
50;0.010834945542118474
55;0.012714922204439257
60;0.010032514165523582
65;0.009333900443379627
70;0.009583602848601639
75;0.008292003690044854
80;0.008987657464373338
85;0.00845899088477756
90;0.010799499425131046
95;0.009882987678349758
100;0.010937341230746331
105;0.009543698407008604
110;0.00971847627904385
115;0.009092396199605163
120;0.008460402267226632
125;0.008423142368066046
130;0.009928219597069196
135;0.010191297866888162
140;0.008527677728259148
145;0.007987099407644147
150;0.00842165696022332
155;0.008034698229444503
160;0.008275170306571794
165;0.008346287731772237
170;0.009380670986880097
175;0.007627767701053144
180;0.007930925618394438
185;0.008682307069955493
190;0.007786193662014276
195;0.008024512573972891
200;0.00929229560247713
205;0.008706875389986603
210;0.008366618191178267
215;0.009158562039790989
220;0.008970942402299432
225;0.008899547392224845
230;0.008675065194390754
235;0.00842952259817716
240;0.008966721576074055
245;0.007654229589297278
250;0.009436057174903664
255;0.008534635726626976
260;0.007512835811009745
265;0.008884640039637853
270;0.009683275446961296
275;0.008116250122598638
280;0.009158629373874459
285;0.008753196226996086
290;0.008585463927346033
295;0.008390303552874743
300;0.010367491127239213
305;0.010815966453746507
310;0.00813356737596473
315;0.008613349541274542
320;0.007372281225313658
325;0.008784727244330673
330;0.009404780102799054
335;0.011237107960962535
340;0.009015946213884863
345;0.007738221675945901
350;0.008666016529991351
355;0.009359371653594035
360;0.009067298400223387
365;0.007617473381590694
370;0.00872253802518367
375;0.008274774449271412
380;0.008824404571111902
385;0.008798558277926109
390;0.007589968615795435
395;0.008018533397301093
400;0.007951998890991255
