Gen;Normalized Fitness
5;0.021174771515623983
10;0.017501813064266635
15;0.028703650981847094
20;0.030763943981458375
25;0.01626543810139478
30;0.011213152425168403
35;0.012508049479778132
40;0.012527700804569684
45;0.019474406285486308
50;0.011073188553345659
55;0.012743030978072096
60;0.011817889826413831
65;0.010870495661004988
70;0.009567519868076914
75;0.012191473489436404
80;0.011945633284272734
85;0.008923286742008188
90;0.00924948211836497
95;0.010312055858529076
100;0.010545407390912623
105;0.01052656205847402
110;0.011846345217216546
115;0.009867958078103624
120;0.009472402217773415
125;0.009188947270832117
130;0.009954328340533171
135;0.009014012693034867
140;0.010359359825240248
145;0.008460672762033102
150;0.009105232979202899
155;0.008305934137467443
160;0.010719076353169401
165;0.008739173689356358
170;0.009741522980702216
175;0.009814860918053009
180;0.011128239590605523
185;0.010142392676049442
190;0.009281124451101663
195;0.009454981978691896
200;0.007419832339228948
205;0.009233194213163869
210;0.007931692485011329
215;0.007488692221731679
220;0.007907004343084476
225;0.007993257137332153
230;0.008411382808798084
235;0.008670679258021724
240;0.00798074101266349
245;0.008283375396829202
250;0.008081337917866154
255;0.0074685481856398605
260;0.008157475050972429
265;0.00815715861724401
270;0.008573759963405075
275;0.009380613243517513
280;0.009332392523501919
285;0.00823630330605809
290;0.008865115184931108
295;0.008211938756354616
300;0.008423147914489101
305;0.008351621058148366
310;0.008837011740457668
315;0.009042306282849655
320;0.008351281401560337
325;0.008144899959088809
330;0.010446104842318327
335;0.008739531084079563
340;0.00802359857206697
345;0.009522511635118046
350;0.008246268894652752
355;0.008225992598085615
360;0.00844223445176107
365;0.009107199411121827
370;0.008802146492241402
375;0.009360184352748744
380;0.008117505282616563
385;0.00778340729575032
390;0.008866097057018353
395;0.007304757071547094
400;0.00874868139371463
