Gen;Normalized Fitness
5;0.01462072291342
10;0.031015596404530308
15;0.012203398238972488
20;0.021190760207874793
25;0.014220212738355022
30;0.013073340130362213
35;0.009999127202927591
40;0.009539646945937931
45;0.010739429448784137
50;0.01124731066630924
55;0.01380153795781692
60;0.014175968153189994
65;0.011906036055974267
70;0.010900035757715835
75;0.010270473386882398
80;0.010375343518764514
85;0.009640293575031775
90;0.010035786050074515
95;0.0108012296126563
100;0.008847868789304509
105;0.009485312540675632
110;0.010152440251206128
115;0.01126702904928637
120;0.019153727290859367
125;0.018146392740329673
130;0.031592624661166635
135;0.02563851916344741
140;0.01696866508770834
145;0.018224769146305435
150;0.018587194670875582
155;0.016515299282841935
160;0.016501857572075843
165;0.014412373995962811
170;0.013140821415666554
175;0.012030502349218668
180;0.013407747661808396
185;0.012223959786712538
190;0.010629353824356013
195;0.012168515709163356
200;0.010084871388130362
205;0.011343660845809962
210;0.009231158209314817
215;0.008818029269475426
220;0.011362816301613421
225;0.009179700493219665
230;0.009785143053696068
235;0.010949468689234349
240;0.011645367980448984
245;0.012028179107082227
250;0.010326787901399315
255;0.008599154666959017
260;0.008932936627715273
265;0.00984872706520047
270;0.009946843296247702
275;0.010875557878888862
280;0.009815821794955704
285;0.010399320332245008
290;0.011763039170875683
295;0.008823201251377278
300;0.008807720953297378
305;0.011201873847332873
310;0.008931986475083392
315;0.012133264152707154
320;0.007665871521458561
325;0.008239444827699555
330;0.00875508293184385
335;0.009183927449850844
340;0.00990075844155597
345;0.00931555053934397
350;0.008795531876297866
355;0.009800410389412713
360;0.008475592774041795
365;0.008599994679293224
370;0.009786059031485186
375;0.009337501734358197
380;0.009571899857843937
385;0.008487179974230048
390;0.008102279016857864
395;0.00838303802569331
400;0.00850201956154
