Gen;Normalized Fitness
5;0.041749491056371095
10;0.05794897886891923
15;0.054170344494702954
20;0.1672072494202163
25;0.05845391311799298
30;0.06211196884649641
35;0.07891334346378129
40;0.06810148847117387
45;0.020840108681378488
50;0.04733323650439723
55;0.03964318737336581
60;0.11869250826100189
65;0.03988377606035395
70;0.05122923241849627
75;0.11767356818572451
80;0.11136669920150476
85;0.08513142906291338
90;0.044253907484179726
95;0.03110531136419962
100;0.10682635026353275
105;0.07893003441414093
110;0.03751688079054929
115;0.0414867853694303
120;0.04208071232011984
125;0.02992849120018761
130;0.08467467581751341
135;0.18279024989032108
140;0.04875201509589714
145;0.046980931320305126
150;0.0590139239180049
155;0.037807205803073396
160;0.022787335436246454
165;0.04812056540123923
170;0.15725265714937495
175;0.03918598790631934
180;0.1376646374063704
185;0.0355955702340608
190;0.07789363408055013
195;0.07330945533759516
200;0.07454215083158047
205;0.0571757893089306
210;0.03170666184254566
215;0.04968942930871758
220;0.09291004449593022
225;0.03949856026409101
230;0.03342439929917883
235;0.0688319949494115
240;0.06365749990804373
245;0.032787863814953945
250;0.02895794449986777
255;0.034275108124070336
260;0.10835738784194525
265;0.13589739715528118
270;0.07412559966858678
275;0.09298234853730161
280;0.027519927219312408
285;0.04803212762412524
290;0.03487924954159421
295;0.04433839817660088
