Gen;Normalized Fitness
5;0.12343741784661945
10;0.12217999208598596
15;0.17219766840372566
20;0.1290449051322479
25;0.1411089422363008
30;0.036667928284063116
35;0.04891295498507488
40;0.057208945663808075
45;0.10929389360486878
50;0.2146301801868609
55;0.07250596614846172
60;0.21078044961194353
65;0.17731575710281192
70;0.15643386087652664
75;0.21289603973605714
80;0.07997747592096124
85;0.10263894586302576
90;0.0816525806571022
95;0.08786056721881212
100;0.0990989764624639
105;0.07322847943232974
110;0.061473309851808586
115;0.12931687666951433
120;0.09650214035529893
125;0.22821579489368737
130;0.39732612569958875
135;0.3879082525943056
140;0.05321749088658297
145;0.11183196873421247
150;0.18295081446639055
155;0.07773373520056827
160;0.07275996848632403
165;0.06569091727757626
170;0.06374434779998248
175;0.07933143647257053
180;0.09467267571937442
185;0.21893597341605592
190;0.08581514481537794
195;0.11532253047095666
200;0.2488110218179239
205;0.11507541129614768
210;0.08227418951795613
215;0.05208496762868778
220;0.119871302458757
225;0.11712509615261396
230;0.21599615278239964
235;0.09495628897279525
240;0.03921976752950295
245;0.1330004219921437
250;0.3803949253781526
255;0.05485501715083122
260;0.09455352796903858
265;0.16708455098863134
270;0.2706179238522615
275;0.03895570452186415
280;0.11088210176432273
285;0.05853709887115191
290;0.026003182381134752
295;0.0479503072315025
