Gen;Normalized Fitness
5;0.08690761190843671
10;0.14816033612262652
15;0.0587822763791258
20;0.09329790259510963
25;0.06655472469807788
30;0.09592443025939335
35;0.06020133313746908
40;0.06512486181348477
45;0.09699193431312222
50;0.06721506264362624
55;0.1278231441506352
60;0.1709080438382213
65;0.2399586837554672
70;0.06334328412017078
75;0.05197330444384992
80;0.12319235794566914
85;0.19538648938741424
90;0.07387564028535247
95;0.14800103318915164
100;0.08129014195137353
105;0.02847929796834614
110;0.12805746107879054
115;0.1516734764768934
120;0.07780738875251918
125;0.1295936775378641
130;0.07640671654955743
135;0.11687965582313821
140;0.07104083867209837
145;0.0763948295558886
150;0.07418079848954016
155;0.09359008767629036
160;0.1281952247809674
165;0.070165023901875
170;0.09803534516036888
175;0.09963982451813377
180;0.06323797634037369
185;0.039693040954218745
190;0.12551587500168093
195;0.1393369168006319
200;0.09783548803795897
205;0.09606905783296225
210;0.11909118568043957
215;0.14467100708226258
220;0.06216659062761932
225;0.19156237910154061
230;0.06741637307884474
235;0.10601505881111445
240;0.050166503582456806
245;0.04199936215034637
250;0.07848558924661021
255;0.08102410139023801
260;0.11008880487464964
265;0.09561658586310118
270;0.07588520918516792
275;0.148066026384225
280;0.1186029906627282
285;0.07565703032341675
290;0.07023782243826462
295;0.08102877025320618
