Gen;Normalized Fitness
5;0.233809788666681
10;0.1506893412170776
15;0.031472893515494677
20;0.1888467194603737
25;0.08522472711684972
30;0.118262680857739
35;0.1362841245583488
40;0.19050854487698066
45;0.09074406914263508
50;0.15709525103247943
55;0.2158320871541354
60;0.19147746604732865
65;0.11620635032472318
70;0.09733739055926982
75;0.08011668500898086
80;0.07865696448139992
85;0.11296915962386365
90;0.0815547670636911
95;0.12613786553204662
100;0.14155472478192424
105;0.05026953100528771
110;0.2625071850127277
115;0.11487206062560469
120;0.09456868355373015
125;0.23075493919186102
130;0.12599271781495103
135;0.08165483362702505
140;0.050246035686957326
145;0.227007459590405
150;0.1648074932646539
155;0.09670431237698751
160;0.03416716656333209
165;0.06628715923180817
170;0.3016611001418464
175;0.035496105530406205
180;0.2421330505917632
185;0.16611321942377055
190;0.10649183534899669
195;0.11653388725499052
200;0.1986562789291855
205;0.4095630907051388
210;0.45804108491613166
215;0.0681119661421187
220;0.3626549658357028
225;0.15014886589116477
230;0.06591154083264297
235;0.221251415853393
240;0.02680424940097495
245;0.1315661507000367
250;0.15802350287374198
255;0.11563261326677629
260;0.39448282587724376
265;0.08475286283614922
270;0.11263012734004625
275;0.07472457858529771
280;0.06964968756623541
285;0.1091604513396137
290;0.10891427679143355
295;0.14883530743282458
