Gen;Normalized Fitness
5;0.11945751104067048
10;0.12898099441558875
15;0.18236501680617373
20;0.1342297720150625
25;0.17125510121648213
30;0.10436167189899609
35;0.06967525899771983
40;0.05603356578715069
45;0.11857037619823121
50;0.08574560824474046
55;0.15831231147136618
60;0.15797828310626397
65;0.052573546002431
70;0.16569372115644723
75;0.01822815276904555
80;0.15985809522254368
85;0.1208203421743076
90;0.06129120681695235
95;0.054324263485539516
100;0.07651549438197293
105;0.1240859530781769
110;0.030393276980780256
115;0.03448652850837975
120;0.027220808225820046
125;0.0721766241775032
130;0.07792024924861927
135;0.08543587125503804
140;0.04170231392201003
145;0.11524838456225514
150;0.21212972429785776
155;0.11333504865621101
160;0.06455852429387285
165;0.17186728410773983
170;0.49499269421746644
175;0.08967380380690634
180;0.13613786004282358
185;0.059059211110709726
190;0.22865339378238483
195;0.1697891073919742
200;0.06928839667913597
205;0.4533301029380982
210;0.09539446826791546
215;0.11178170179355931
220;0.17739006182987133
225;0.16025511259015884
230;0.1157741565230407
235;0.07664704176809503
240;0.17951023072882022
245;0.13418855955869158
250;0.05757966545443466
255;0.0795736113069014
260;0.12696154905325618
265;0.11112595645795414
270;0.08367596056367203
275;0.10313605095352744
280;0.4896738772302515
285;0.16597443050580504
290;0.11172228952629408
295;0.3813601417626706
