Gen;Normalized Fitness
5;0.129871302701436
10;0.13967557269415515
15;0.13043056256756144
20;0.2134637971367247
25;0.06338225927236883
30;0.2546659065475609
35;0.13312243242776534
40;0.10701326463214524
45;0.11655242067769683
50;0.11420765327181624
55;0.04834988030991114
60;0.16471774818822954
65;0.04626575284828359
70;0.14069902824772265
75;0.3498379384863721
80;0.14115237999974906
85;0.11444889910474648
90;0.09043435691619327
95;0.23021800533267
100;0.2155581203359593
105;0.05932525506948862
110;0.2535016744834234
115;0.1868395331753504
120;0.056601575317062
125;0.0682209737501936
130;0.10930235340291562
135;0.3015528975787843
140;0.07660012469776953
145;0.12452056711198513
150;0.11187372080012922
155;0.23424387707338018
160;0.1339980697531264
165;0.09970967842777585
170;0.125062542039834
175;0.16993833961592458
180;0.07831580321518707
185;0.0956672626867533
190;0.1866420820275943
195;0.05211849697784646
200;0.10219868919742017
205;0.151630552219378
210;0.09329821094729297
215;0.2343541962388252
220;0.13187400928675538
225;0.10442098053372272
230;0.05082454423405954
235;0.11855256163707527
240;0.1390521314494681
245;0.10447269848059577
250;0.12773502726331687
255;0.09865764649422204
260;0.033011685089613566
265;0.08239200854824036
270;0.11868057208597552
275;0.1373179592284013
280;0.09974277951461931
285;0.17260952820784434
290;0.07473399372388714
295;0.1511108148828954
