Gen;Normalized Fitness
5;0.14338051065838045
10;0.08579594880334819
15;0.18247511089926444
20;0.25900054082684315
25;0.25728952597165355
30;0.1473816149931634
35;0.08471923352797098
40;0.24317359278444917
45;0.0797328941160189
50;0.1274824341531288
55;0.08611056915059774
60;0.06912229522706452
65;0.14257834058728733
70;0.3227027843616949
75;0.04891181348347503
80;0.1255101665804013
85;0.10237624556618709
90;0.20026711303640762
95;0.1124095445247086
100;0.15418238308158738
105;0.11422453496741819
110;0.17331372720601992
115;0.08218661407574901
120;0.19622370611543585
125;0.08965974211937967
130;0.14515291074747474
135;0.09230680059885459
140;0.14545337615953227
145;0.049635210780638477
150;0.1480919134233974
155;0.07208855609921988
160;0.06598265000876857
165;0.07531576746230338
170;0.1447801912512045
175;0.1373779395599982
180;0.08882341377889273
185;0.07594413343890806
190;0.12476232087478306
195;0.23695973135794507
200;0.14608459041341904
205;0.11318313317811741
210;0.03904511152097453
215;0.12869259315371756
220;0.23301881916553274
225;0.27242608487630915
230;0.10859622393424627
235;0.17164635313649362
240;0.13927147460187092
245;0.1509791071484918
250;0.11366975883506183
255;0.26393072025901376
260;0.0408354594246328
265;0.15588642919343987
270;0.23046202570697416
275;0.09741593520378088
280;0.16769862066338984
285;0.05478139532711532
290;0.05415827640037977
295;0.2127859207894459
