Gen;Normalized Fitness
5;0.2745992549736526
10;0.1633619852630124
15;0.061744350615153994
20;0.07271381678770224
25;0.11666178880115836
30;0.16411856160694518
35;0.1510633379999432
40;0.5018947312940022
45;0.2042150174980014
50;0.17214785451707457
55;0.2471812724640313
60;0.15229074396156517
65;0.10853598897161387
70;0.11916127507284487
75;0.12227968984790923
80;0.13864946713698176
85;0.10995416472660088
90;0.051181292102876606
95;0.0533883802783817
100;0.3150376060221267
105;0.23439379008360456
110;0.07162686661422257
115;0.148743330870007
120;0.18352091615873148
125;0.21395505794870107
130;0.07943385324548245
135;0.08551469680455848
140;0.06889248601407424
145;0.12109693480101448
150;0.08839382745227144
155;0.031495004753461245
160;0.1560476885869825
165;0.15044997433434099
170;0.08988923630502346
175;0.22394799903922835
180;0.14484499437721496
185;0.11073977627400768
190;0.15398324177869765
195;0.07771614098723897
200;0.11839916822051703
205;0.1866663754236916
210;0.19821667832016512
215;0.1321774122033875
220;0.092119980158826
225;0.1079395444226419
230;0.3502135378008709
235;0.15706089619166683
240;0.12008232954077322
245;0.1677285525326424
250;0.3479747253107862
255;0.046351110247011405
260;0.11545784230595399
265;0.1738852677198173
270;0.15299542329485422
275;0.40226920759046186
280;0.12434180260389802
285;0.10271400742090889
290;0.2037959468491193
295;0.1706477581881568
