Gen;Normalized Fitness
5;0.04263870811730796
10;0.12741874430025651
15;0.032116658674822864
20;0.12150425491803667
25;0.03245023162932291
30;0.025497163170219838
35;0.104780289446169
40;0.08276151405493955
45;0.06900319991498363
50;0.13232446967977926
55;0.032247442313750804
60;0.084770124212996
65;0.04757686346141291
70;0.1005097123806508
75;0.0904325864695479
80;0.03722310796429544
85;0.03226553231932035
90;0.12836974348386654
95;0.1444456854541979
100;0.10946160276923306
105;0.04005391499414254
110;0.05659019821867668
115;0.0750825614047472
120;0.027204854592650304
125;0.09245943882387132
130;0.08168988831559722
135;0.03587616282089612
140;0.09705830506417953
145;0.056658717740402556
150;0.042337647681736756
155;0.11198940691142834
160;0.055079854671262016
165;0.05237535447633075
170;0.09159764240783452
175;0.04893818367817297
180;0.12373310619684116
185;0.14170372896263544
190;0.13948640983655225
195;0.09476654563410508
200;0.03513686591871441
205;0.0794337911333076
210;0.08025088266432374
215;0.01331379299063771
220;0.05495921792201957
225;0.09960724774175193
230;0.03297128815155951
235;0.036837116250568916
240;0.040818379407757406
245;0.01878059422655642
250;0.05364465440190932
255;0.06540607747757565
260;0.07770764548667335
265;0.05279362864600751
270;0.13255215426759856
275;0.0382561262553125
280;0.05574102470033797
285;0.06267663974288742
290;0.11060990855356992
295;0.10410648081209613
