Gen,Raw Fitness,Adjusted Fitness,Normalized Fitness,Hits ratio,Best MSE,Average MSE
6,150,0.75
0,9398386.260286529,1.0640123377609288E-7,0.7817959531886319,101.0,9398377.260286529,5.892285107398915E14
1,9398386.260286529,1.0640123377609288E-7,0.2509876898109879,101.0,9398377.260286529,2.959026813722127E14
2,8782132.492808979,1.138675471989607E-7,0.05455569081085288,209.0,8782123.492808979,1.8153964460889225E14
3,8782132.492808979,1.138675471989607E-7,0.030002030791985247,209.0,8782123.492808979,1.2675312282289539E14
4,8782132.492808979,1.138675471989607E-7,0.02107235645354802,209.0,8782123.492808979,1.0001098666521839E14
5,8745402.078417279,1.1434578727055969E-7,0.01462072291342,31.0,8745391.078417279,1.1334129781592269E14
6,8745402.078417279,1.1434578727055969E-7,0.011308922977312006,31.0,8745391.078417279,1.6000371330068753E14
7,2650464.047034678,3.7729227975248837E-7,0.03975905437485432,56.0,2650401.047034678,1.870613273578381E14
8,2650464.047034678,3.7729227975248837E-7,0.03826392822899482,56.0,2650401.047034678,2.0008740525084644E14
9,2650464.047034678,3.7729227975248837E-7,0.037699521796989564,56.0,2650401.047034678,2.3334160718419447E14
10,2650464.047034678,3.7729227975248837E-7,0.031015596404530308,56.0,2650401.047034678,2.0000520490834706E14
11,2650464.047034678,3.7729227975248837E-7,0.02143655389431289,56.0,2650401.047034678,7.334608088535377E13
12,2584993.9055376356,3.8684795774946285E-7,0.02105907055516208,60.0,2584940.9055376356,1.4734892650481366E14
13,2584993.9055376356,3.8684795774946285E-7,0.014721549540675102,60.0,2584940.9055376356,1.2667183219095864E14
14,2584993.9055376356,3.8684795774946285E-7,0.013090320530176211,60.0,2584940.9055376356,1.0000333695128552E14
15,2584993.9055376356,3.8684795774946285E-7,0.012203398238972488,60.0,2584940.9055376356,1.7333648486256562E14
16,1081443.47115788,9.246891788436635E-7,0.029315107237849924,322.0,1081413.47115788,1.0950491366962578E14
17,1081443.47115788,9.246891788436635E-7,0.027492516717062182,322.0,1081413.47115788,2.2000158716125712E14
18,1081443.47115788,9.246891788436635E-7,0.026380003026785906,322.0,1081413.47115788,1.2042039030900369E14
19,1081442.0658491163,9.246903804545923E-7,0.022847242022969186,287.0,1081415.0658491163,1.0801518234622617E14
20,1039277.2149297934,9.622062558749518E-7,0.021190760207874793,1710.0,1039268.2149297934,1.0667519639164177E14
21,1039277.2149297934,9.622062558749518E-7,0.02735994209398292,1710.0,1039268.2149297934,2.1333866798627828E14
22,1039277.2149297934,9.622062558749518E-7,0.021588091352205265,1710.0,1039268.2149297934,1.9696145823698575E14
23,1039277.2149297934,9.622062558749518E-7,0.020286101968383836,1710.0,1039268.2149297934,1.4088079714321922E14
24,1039277.2149297934,9.622062558749518E-7,0.016180656737983933,1710.0,1039268.2149297934,8.035101518320247E13
25,1038794.3515473427,9.626535183377987E-7,0.014220212738355022,458.0,1038752.3515473427,2.014313529823424E14
26,1038794.3515473427,9.626535183377987E-7,0.014067456694826348,458.0,1038752.3515473427,2.1334232564049647E14
27,1038525.5221818741,9.629027074812374E-7,0.011671867537615477,395.0,1038479.5221818741,1.4191913187223956E14
28,1038525.5221818741,9.629027074812374E-7,0.011850641108392148,395.0,1038479.5221818741,1.7392790399106584E14
29,1038525.5221818741,9.629027074812374E-7,0.011173169091548115,395.0,1038479.5221818741,1.2667481980566992E14
30,1038525.5221818741,9.629027074812374E-7,0.013073340130362213,395.0,1038479.5221818741,1.6034813573483938E14
31,1038525.5221818741,9.629027074812374E-7,0.012059054873733245,395.0,1038479.5221818741,2.1333927084718728E14
32,1038525.5221818741,9.629027074812374E-7,0.00997701890687472,395.0,1038479.5221818741,1.4000538208673086E14
33,1038446.0095890905,9.629764357409977E-7,0.009878728765643004,662.0,1038409.0095890905,1.0684925698556247E14
34,1038446.0095890905,9.629764357409977E-7,0.009591696733908264,662.0,1038409.0095890905,1.333394944366128E14
35,1038446.0095890905,9.629764357409977E-7,0.009999127202927591,662.0,1038409.0095890905,1.6000896815259662E14
36,1038142.1658462947,9.632582796851526E-7,0.011795697935849909,331.0,1038082.1658462947,2.468935954186348E14
37,1037507.8878436611,9.638471647971914E-7,0.011229092687622554,339.0,1037467.8878436611,1.6000722787466203E14
38,1036645.6701580739,9.646488324199356E-7,0.009848361840442727,346.0,1036605.6701580739,1.2667038977943558E14
39,1035286.834659658,9.659149528485876E-7,0.00955319258131468,268.0,1035233.834659658,8.736764048272208E13
40,1035286.8346493217,9.659149528582313E-7,0.009539646945937931,268.0,1035233.8346493217,1.466687203119869E14
41,1035271.071309287,9.659296601475213E-7,0.00875484214072478,269.0,1035234.071309287,6.00049452044395E13
42,1035248.1853697686,9.659510136613356E-7,0.009945336033892114,9639.0,1035215.1853697686,1.4000691752962061E14
43,1034816.2680940235,9.66354187190796E-7,0.009808605905009374,264.0,1034795.2680940235,8.14571815353415E13
44,1034816.2680940235,9.66354187190796E-7,0.008328224102063188,264.0,1034795.2680940235,1.1348035856707031E14
45,1034816.2680940235,9.66354187190796E-7,0.010739429448784137,264.0,1034795.2680940235,1.539473332737001E14
46,1034813.8651637532,9.663564311494077E-7,0.011809482772141604,201.0,1034792.8651637532,8.674810947256581E13
47,1034813.8651637532,9.663564311494077E-7,0.013107074294715176,201.0,1034792.8651637532,8.674700691589072E13
48,1034797.3281459309,9.663718744035083E-7,0.011333714691528432,9631.0,1034780.3281459309,9.334799399349662E13
49,1034797.3281459309,9.663718744035083E-7,0.010638291667355733,9631.0,1034780.3281459309,1.600045581265349E14
50,1034797.3281459309,9.663718744035083E-7,0.01124731066630924,9631.0,1034780.3281459309,1.7423005818907234E14
51,1034601.0845107957,9.665551761118314E-7,0.011001204356008489,270.0,1034539.0845107957,1.66675390120961E14
52,1034601.0845107957,9.665551761118314E-7,0.01276014497387994,270.0,1034539.0845107957,1.8668383392556525E14
53,1034601.0845107957,9.665551761118314E-7,0.012363737371487332,270.0,1034539.0845107957,1.409798700146417E14
54,1034601.0845107957,9.665551761118314E-7,0.013845896135154917,270.0,1034539.0845107957,1.600110061701728E14
55,1034601.0845107957,9.665551761118314E-7,0.01380153795781692,270.0,1034539.0845107957,2.7334044750010553E14
56,1034601.0845107957,9.665551761118314E-7,0.012073246285146742,270.0,1034539.0845107957,1.1334021804427117E14
57,1034601.0845107957,9.665551761118314E-7,0.013079214529969112,270.0,1034539.0845107957,1.9339604274308416E14
58,1034601.0845107957,9.665551761118314E-7,0.01162298600033547,270.0,1034539.0845107957,1.5333901713077488E14
59,1034098.5608032866,9.670248764279543E-7,0.012461588009190352,9631.0,1034078.5608032866,1.6548744901826738E14
60,1034098.5608032866,9.670248764279543E-7,0.014175968153189994,9631.0,1034078.5608032866,1.4718531943428753E14
61,1034098.5608032866,9.670248764279543E-7,0.01374194207202294,9631.0,1034078.5608032866,2.4370495151232038E14
